"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Демішкан
Володимир
Федорович","Запорожець
Іван
Іванович","Ільїнова
Лідія
Рефатівна","Кравченко
Ольга
Ігнатівна","Сивоконь
Тетяна
Семенівна","Черенков
Олександр
Павлович","Чудовський
Андрій
Ігорович","Штомпель
Віталій
Олександрович","Мілейко
Володимир
Володимирович","Слєпцов
Микола
Миколайович","Тихонов
Віктор
Миколайович","Холопов
Олександр
Володимирович","Шакун
Сергій
Вікторович","Юник
Володимир
Йосипович","Біленький
Олександр
Юрійович","Бобошко
Микола
Михайлович","Бухалов
Олександр
Юрійович","Іоффе
Юлій
Якович","Клименко
Дмитро
Володимирович","Козюберда
Костянтин
Григорійович","Костєв
Микола
Михайлович","Радченко
Ігор
Олександрович","Сичова
Олена
Іванівна","Сінченко
Сергій
Григорович","Хохлов
Юрій
Миколайович","Баркасов
Олексій
Володимирович","Бондарєв
Віктор
Леонідович","Гайдей
Олександр
Петрович","Доровський
Юрій
Михайлович","Ільченко
Костянтин
Григорійович","Коваль
Олександр
Іванович","Степанець
Олена
Миколаївна","Бебешко
Олександр
Миколайович","Горулько
Юлія
Олександрівна","Жученко
Олександр
Вікторович","Іванов
Дмитро
Валерійович","Кириченко
Микола
Єгорович","Лисянський
Павло
Леонідович","Саліхов
Артем
Романович","Чуб
Володимир
Євгенович","Бойко
Володимир
Олександрович","Букаєва
Марина
Володимирівна","Данієлян
Вадим
Романович","Дудник
Олена
Григорівна","Кісельов
Олег
Валентинович","Корнієвський
Аркадій
Юрійович","Кривобоков
Артем
Анатолійович","Лозко
Ігор
Якович","Макаров
Костянтин
Костянтинович","Макаров
Олександр
Костянтинович","Медяник
Володимир
Юрійович","Моравський
Юрій
Вікторович","Павлінський
Олексій
Вікторович","Пригеба
Григорій
Валентинович","Рєзнік
Микола
Миколайович","Суглобов
Євген
Валерійович","Андріянов
Олександр
Олександрович","Гуславський
Володимир
Станіславович","Заіка
Артем
Миколайович","Кириченко
Людмила
Федорівна","Колесніков
Володимир
Анатолійович","Мошенський
Валерій
Захарович","Підгорний
Володимир
Миколайович","Ржавський
Олександр
Миколайович","Сафонова
Дар’я
Євгеніївна","Терніков
Юрій
Миколайович","Федоров
Василь
Васильович","Фролов
Володимир
Миколайович","Чередник
Геннадій
Олександрович","Аннушак
Сергій
Васильович","Гладких
Валентин
Валерійович","Дунаєв
Сергій
Володимирович","Єфіменко
Євгеній
Олегович","Кримцев
Віктор
Олексійович","Крисанов
Леонід
Дмитрович","Слєсарєв
Ігор
Едуардович","Теросипов
Вячеслав
Михайлович","Філь
Сергій
Олександрович","Шахов
Сергій
Володимирович","Шведов
Віталій
Миколайович","Беркут
Ігор
Віталійович","Грицишин
Геннадій
Андрійович","Казаков
Олег
Іванович","Казаков
Сергій
Вікторович","Карацуба
Павло
Васильович","Комчадалов
Євгеній
Євгенович","Корчагін
Павло
Петрович","Кунченко
Олексій
Петрович","Луговцов
Олексій
Сергійович","Припотень
Володимир
Юрійович","Самарський
Сергій
Вікторович","Сідєльнікова
Галина
Анатоліївна","Фурман
Юрій
Анатолійович","Хітько
Ірина
Сергіївна","Шахов
Сергій
Олександрович","Шевчук
Вячеслав
Анатолійович","Барвіна
Наталія
Олександрівна","Вікторов
Андрій
Сергійович","Горохов
Сергій
Олександрович","Жданова
Валентина
Олександрівна","Кривобоков
Владислав
Анатолійович","Мошенський
Сергій
Захарович","Попов
Володимир
Євгенович","Скіріч
Андрій
Степанович","Тамашев
Геннадій
Анатолійович","Чаленко
Максим
Михайлович","Василенко
Ольга
Дмитрівна","Василенко
Сергій
Петрович","Гейченко
Ігор
Васильович","Гончаров
Володимир
Олександрович","Гончаров
Олег
Борисович","Гончарук
Тетяна
Сергіївна","Гринюк
Світлана
Петрівна","Давидов
Сергій
Іванович","Демидович
Ірина
Володимирівна","Денищенко
Денис
Вікторович","Євлашин
Володимир
Анатолійович","Жароїд
Костянтин
Анатолійович","Зуєва
Карина
Олександрівна","Клєшнін
Роман
Євгенович","Ковальов
Павло
Олексійович","Криштов
Євген
Федорович","Мартиненков
Ігор
Миколайович","Масюк
Олег
Віталійович","Морочко
Юрій
Петрович","Пащук
Михайло
Федорович","Прокошин
Олександр
Ігорович","Сердюков
Василь
Михайлович","Струк
Володимир
Олексійович","Уманець Віталій Костянтинович","Філіпський Олександр Михайлович","Шаповалов Андрій Анатолійович","Шаповалов Віталій Олександрович","Шахов Володимир Миколайович","Дата підписання протоколу"
"440795","109","Луганська область","вул.Р.Юркіна, 1, м.Краснодон, Луганська обл., 94400","48.2886036","39.748877","2256","1099","2227","36","1125","32","1157","","0","1125","32","1157","30","1127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","252","25","2","8","4","4","1","16","223","407","37","15","7","120","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440796","109","Луганська область","вул.Красних партизанів, 18, м.Краснодон, Луганська обл., 94400","48.282641","39.763769","1864","858","1860","101","945","61","1006","","0","945","61","1006","25","980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","124","9","1","8","0","1","1","29","185","508","18","10","1","77","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440797","109","Луганська область","вул.Чкалова, 18, м.Краснодон, Луганська обл., 94400","48.2850044","39.7510917","1236","646","1215","24","566","24","590","","0","566","24","590","17","573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","81","16","1","3","2","3","1","17","124","236","15","6","6","57","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440798","109","Луганська область","вул.Лобачевського, 44, м.Краснодон, Луганська обл., 94400","48.2812129","39.7676967","1164","643","1150","61","479","42","521","","0","479","42","521","18","503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","69","2","4","2","2","1","0","19","93","261","8","3","1","33","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440799","109","Луганська область","вул.Петровського, 2А, м.Краснодон, Луганська обл., 94400","48.28288","39.75002","1316","609","1318","55","652","55","707","","0","652","55","707","23","684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","117","10","2","0","1","2","0","16","96","367","11","7","11","38","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440802","109","Луганська область","вул.Макаренка, 5, м.Краснодон, Луганська обл., 94400","48.30381","39.71864","1748","878","1733","64","808","62","870","","0","808","62","870","16","854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","166","15","2","10","3","2","1","18","107","410","32","8","7","62","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"440803","109","Луганська область","просп.ім. 60-річчя СРСР, Управління монтажу, демонтажу, ремонту гірничошахтного обладнання, м.Краснодон, Луганська обл., 94400","","","776","317","773","32","429","30","459","","0","429","30","459","19","440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","78","3","1","3","0","0","0","17","81","209","10","4","2","29","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440807","109","Луганська область","квартал Лютикова, 12, м.Краснодон, Луганська обл., 94400","48.3134343","39.7207434","1728","699","1708","26","1007","22","1029","","0","1007","22","1029","30","999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","181","10","2","8","4","1","1","21","218","370","35","12","10","121","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02.11.12"
"440808","109","Луганська область","квартал Лютикова, школа №8, м.Краснодон, Луганська обл., 94400","48.3153","39.72708","1912","818","1896","31","1073","21","1094","","0","1073","21","1094","27","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","229","13","3","12","2","5","1","17","200","437","28","8","10","97","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440809","109","Луганська область","квартал Лютикова, школа №8, м.Краснодон, Луганська обл., 94400","48.3153","39.72708","968","389","967","18","562","17","579","","0","562","17","579","14","565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","102","7","2","8","2","0","0","6","64","279","22","4","4","63","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440811","109","Луганська область","квартал Баракова, школа №2, м.Краснодон, Луганська обл., 94400","48.317777","39.7284046","1584","685","1567","10","893","6","899","","0","893","6","899","29","870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","198","9","4","13","2","0","1","17","156","313","63","11","10","68","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440812","109","Луганська область","квартал Баракова, школа №2, м.Краснодон, Луганська обл., 94400","48.317777","39.7284046","1536","749","1520","2","785","2","787","","0","785","2","787","20","767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","202","7","1","7","0","2","1","18","110","257","59","20","5","70","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01.11.12"
"440813","109","Луганська область","вул.Тюленіна, 1, м.Молодогвардійськ, м.Краснодон, Луганська обл., 94415","48.3431223","39.6499479","1940","926","1908","22","997","17","1014","","0","997","17","1014","30","984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","113","12","5","11","2","4","1","18","134","465","32","17","14","143","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440814","109","Луганська область","вул.Калініна, 1, м.Молодогвардійськ, м.Краснодон, Луганська обл., 94415","48.34735","39.64647","1820","875","1794","48","900","45","945","","0","900","45","945","41","904","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","67","11","1","3","0","1","2","26","139","489","32","5","11","109","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440815","109","Луганська область","вул.Клубна, 21А, м.Молодогвардійськ, м.Краснодон, Луганська обл., 94415","48.34105","39.6418","1612","643","1605","35","939","30","969","","0","939","30","969","44","925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","95","17","5","7","3","2","1","21","119","429","30","17","18","144","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440816","109","Луганська область","вул.Молодіжна, 6, м.Молодогвардійськ, м.Краснодон, Луганська обл., 94415","48.34317","39.64872","1876","819","1844","52","1006","51","1057","","0","1006","51","1057","31","1026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","91","13","2","12","0","2","0","32","209","500","22","5","2","126","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440817","109","Луганська область","вул.Молодіжна, 9, м.Молодогвардійськ, м.Краснодон, Луганська обл., 94415","48.34236","39.65132","2036","1023","2014","32","983","30","1013","","0","983","30","1013","47","966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","101","14","2","10","3","5","0","33","172","463","37","12","8","96","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440819","109","Луганська область","вул.Коцюбинського, 8, м.Молодогвардійськ, м.Краснодон, Луганська обл., 94415","48.27993","39.74856","2484","1192","2458","53","1241","51","1292","","0","1241","51","1292","46","1246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","145","16","3","10","1","4","1","31","246","553","49","11","13","151","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440820","109","Луганська область","вул.Леніна, 21, м.Молодогвардійськ, м.Краснодон, Луганська обл., 94415","48.3474719","39.6527542","2384","1054","2339","50","1288","42","1330","","0","1288","42","1330","42","1288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","147","8","17","5","1","2","28","188","601","65","17","10","18","170","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
